,Die Verurteilten,Der Pate,Dominion,Mosul,Der Pate 2,The Dark Knight,Schindlers Liste,Pulp Fiction,Berg II,Die zwölf Geschworenen,Der Herr der Ringe: Die Rückkehr des Königs,Inception,Forrest Gump,Zwei glorreiche Halunken,Der Herr der Ringe: Die Gefährten,Fight Club,Earthlings,Einer flog über das Kuckucksnest,Matrix,Der Herr der Ringe: Die zwei Türme,Parasite,Die sieben Samurai,Ist das Leben nicht schön?,Das Leben ist schön,Das Schweigen der Lämmer,Der Soldat James Ryan,Chihiros Reise ins Zauberland,City of God,The Green Mile,Für Sama,Interstellar,Joker,Die besten Jahre,Moderne Zeiten,Lichter der Großstadt,Gladiator,Léon: Der Profi,Whiplash,Ziemlich beste Freunde,Spiel mir das Lied vom Tod,Der König der Löwen,Prestige - Die Meister der Magie,Der Pianist,Avengers: Infinity War,Senna - Genie.Draufgänger.Legende,American History X,Das Salz der Erde,Zurück in die Zukunft,Der große Diktator,1917,Die letzten Glühwürmchen,Samsara,Ayla,Terminator 2: Tag der Abrechnung,Die Bucht,Django Unchained,Mrtav 'ladan,Lebe Deine Träume,Apocalypse Now,Kinder des Olymp,Boulevard der Dämmerung,Your Name.,Memento,Zeugin der Anklage,Oldboy,Der Mann mit der Kamera,Wege zum Ruhm,Es war einmal in Amerika,Prinzessin Mononoke,Das Leben der Anderen,Jäger des verlorenen Schatzes,The Dark Knight Rises,Baum der Wünsche,Die Reue,Das Fenster zum Hof,Shining,Alien: Das unheimliche Wesen aus einer fremden Welt,Lethal Strike,2001: Odyssee im Weltraum,Metropolis,Der Clou,Frau ohne Gewissen,Braveheart,Die Frau die singt - Incendies,Requiem for a Dream,Fahrraddiebe,Die Jagd,Uhrwerk Orange,Clockwork Orange,Die Verdammten,American Beauty,Amadeus,Vergiss mein nicht,Die fabelhafte Welt der Amelie,Kinder des Himmels,Full Metal Jacket,Mein Vater und mein Sohn,Inglourious Basterds,Toy Story 3,Nick Cave & The Bad Seeds,Das Appartement,Für ein paar Dollar mehr,Der unsichtbare Dritte,Komm und sieh',Wer die Nachtigall stört,Du sollst mein Glücksstern sein,Aliens: Die Rückkehr,Citizen Kane,Lawrence von Arabien,Wilde Erdbeeren,Manche mögen's heiß,Urteil von Nürnberg,V wie Vendetta,Asian Godfather - Die Gangs von Wasseypur I + II,L.A. Confidential,Article 15,Batman Begins,Die Reise nach Tokio,Gesprengte Ketten,Alles steht Kopf,Mein Nachbar Totoro,Oben,Casino,Bube Dame König grAS,Bei Anruf Mord,The Wolf of Wall Street,Apollo 11,Swades - Heimat,Alles über Eva,Reporter des Satans,Maschinenpistolen,Stirb langsam,Die Erbin,Der Schatz der Sierra Madre,Free Solo,Das siebente Siegel,Pans Labyrinth,Andrej Rubljow,The Band,Tangerines,Das wandelnde Schloss,Searching for Sugar Man,Erbarmungslos,Der Zirkus,Warrior,Sherlock Junior,Der 13.,Winterschlaf,There Will Be Blood,In ihren Augen,Der Untergang,Junge Rebellen,Goldrausch,Wie ein wilder Stier,A Silent Voice,Klaus,Chungking Express,Durch die Wand,Ben Hur,Stand by Me: Das Geheimnis eines Sommers,Citizenfour,Lohn der Angst,Fanny und Alexander,Virus,Opfer,The Big Lebowski,Der Killerwal,Die Melodie des Meeres,Marriage Story,Rush: Alles für den Sieg,The Help,Catch Me If You Can,Rampenlicht,Schlacht um Algier,Mommy,Spotlight,Der Elefantenmensch,Findet Nemo,Drachenzähmen leicht gemacht,Systemsprenger,Das Cabinet des Dr. Caligari,Kaufen für die Müllhalde,Super 30,Der Fuhrmann des Todes,Mad Max: Fury Road,Die Braut des Prinzen,Prisoners,Sixth Sense,Die Brücke am Kwai,Die Nacht,Wer den Wind sät,Nobody Knows,Es geschah in einer Nacht,Logan: The Wolverine,Die große Illusion,Raum,No Country for Old Men,Der Blade Runner,Blade Runner,Die Faust im Nacken,Million Dollar Baby,Gier nach Geld,Das Leben des Brian,Togo,Der Rest ist schweigen,Little Women,Die durch die Hölle gehen,Der letzte Mann,Nausicaä - Prinzessin aus dem Tal der Winde,Memories of Murder,Der unsichtbare Gast,Hotel Ruanda,Drei Farben - Rot,Amores perros,Shutter Island,Into the Wild,Baahubali,Gran Torino,12 Years a Slave,Reise ins Herz der Finsternis,Der dritte Mann,Love Exposure,Harry Potter und die Heiligtümer des Todes - Teil 2,Vom Winde verweht,Grand Budapest Hotel,Die Spielregel,The Gentlemen,Die rote Laterne,Rote Laterne,Jurassic Park,Sonnenaufgang,Das Verschwinden der Haruhi Suzumiya,Rebecca,Batman und Bill,Napoleon,Manderly,Der General,Stürme,Der Wind,Der Unbeugsame,Der Spiegel,Charles Dickens - Eine Weihnachtsgeschichte,Das Ding aus einer anderen Welt,Tomorrow,Brotherhood,Der König der Affen,Panik,Faust,Die Truman Show,Schildkröten können fliegen,Die Legende vom Ozeanpianisten,The Farthest,Man lebt nur einmal,Im Namen des Vaters,Der eiskalte Engel,The Raid 2,Die Rechnung ging nicht auf,Der Zauberer von Oz,Goldenes Gift,Sing Street,Das Comeback,Blood Diamond,Die Volksschule,Guardians of the Galaxy,Die Schöne und das Biest,Die kleinen Füchse,Die Teuflischen,Laura,Infernal Affairs,Vor dem Regen,Solange ein Herz schlägt,Ein Herz und eine Krone,La La Land
2019-10-11,1,10,39,0,8,13,39,19,0,83,0,47,61,33,6,45,62,35,75,10,6,0,0,3,2,3,5,47,1,0,50,79,15,0,61,8,0,2,34,21,34,0,41,38,12,40,11,4,46,31,0,28,59,0,43,52,0,0,30,0,0,0,83,0,31,87,80,24,7,3,91,3,0,0,28,20,0,82,20,97,3,0,23,48,14,0,14,33,44,36,0,69,27,87,0,47,0,18,31,54,0,0,0,0,25,0,5,20,0,0,0,0,33,51,0,65,39,0,0,29,16,33,58,33,60,14,18,0,0,0,79,3,0,0,15,0,28,0,67,0,5,0,35,38,38,0,4,63,46,0,5,0,27,0,5,41,0,4,18,0,0,0,0,56,78,41,0,92,2,23,66,3,60,0,23,51,0,28,26,60,0,0,20,0,26,5,36,3,0,27,33,26,0,12,0,50,33,0,36,92,0,0,0,42,0,7,0,0,26,0,0,100,61,0,2,38,0,25,23,0,24,0,0,25,34,0,30,0,45,21,33,0,29,0,24,0,18,38,18,0,90,0,4,30,39,0,63,52,0,0,0,55,0,0,0,0,0,37,0,0,0,33,0,2,8,0,0,48,0,0,0,0,36
2019-10-12,1,21,63,0,15,21,23,17,0,0,0,85,69,0,0,47,0,62,56,18,14,100,0,4,7,5,15,0,4,0,70,100,18,47,0,10,0,1,36,25,37,0,65,60,12,28,0,6,55,34,0,76,60,0,25,79,0,63,24,62,0,0,61,0,36,0,0,42,18,4,0,5,0,0,0,39,61,0,23,84,8,0,27,57,11,0,13,40,30,43,38,47,0,60,0,42,0,16,38,0,62,0,38,0,0,0,6,36,0,0,94,0,35,54,0,39,94,0,7,34,0,48,63,0,64,8,21,0,0,0,94,6,59,0,14,0,66,0,84,100,7,0,0,57,27,0,6,51,36,19,3,0,45,0,18,44,66,5,36,0,0,0,0,56,41,66,0,0,1,0,62,5,0,0,41,63,0,22,27,73,0,0,61,0,52,0,50,3,7,34,0,31,55,7,0,52,24,100,94,0,35,0,20,46,100,8,100,0,31,0,43,0,55,0,7,54,86,79,56,0,14,0,0,29,31,0,35,0,88,26,53,0,35,0,27,0,28,27,30,0,73,0,0,35,32,0,81,59,0,0,0,66,0,38,0,0,0,50,0,0,29,39,0,4,9,0,0,44,0,62,0,47,68
2019-10-13,2,13,38,40,9,24,32,9,97,91,0,60,67,37,7,44,51,38,50,0,18,0,0,5,2,4,9,34,3,0,100,84,0,43,66,13,0,1,44,20,63,0,60,37,18,17,8,8,50,14,0,39,55,0,35,57,0,0,24,57,0,96,45,0,67,0,87,43,20,2,0,6,0,0,45,41,0,0,0,84,8,0,25,0,10,55,15,36,27,39,43,49,22,45,0,45,57,15,34,0,57,0,0,0,55,0,5,33,1,0,0,0,32,45,0,0,86,0,0,21,12,43,55,0,44,19,29,0,0,0,0,3,54,0,20,0,30,0,66,0,4,0,0,49,12,0,13,42,33,0,3,0,71,60,6,71,61,7,40,0,61,1,0,44,30,34,0,0,0,25,62,3,65,0,59,72,0,23,29,79,0,0,22,0,100,6,53,6,6,26,0,28,0,0,0,56,22,0,42,100,33,0,18,65,93,15,0,0,0,0,53,55,50,61,7,42,0,36,26,0,13,0,0,20,47,0,0,0,57,16,44,0,33,0,29,0,26,50,18,0,59,0,10,47,85,0,74,60,0,100,0,60,0,47,100,50,0,35,0,55,16,36,100,5,8,0,0,60,0,0,0,0,45
2019-10-14,1,6,25,35,8,14,34,4,0,0,7,27,55,63,0,24,0,0,66,0,33,0,0,3,1,3,7,30,1,80,42,58,15,0,0,7,0,2,20,26,46,0,0,20,13,35,0,7,0,32,85,41,32,0,56,57,0,51,24,0,0,0,25,0,29,0,0,34,17,4,44,4,0,0,26,20,0,39,19,54,0,0,11,0,17,0,13,31,28,34,15,56,19,32,0,40,0,10,30,0,0,14,0,0,24,0,5,26,2,0,0,0,19,54,0,0,37,0,0,41,10,40,42,0,0,7,21,0,0,0,0,1,47,0,9,0,26,0,38,0,5,0,0,0,11,0,3,37,29,0,2,0,23,0,10,41,0,6,23,80,0,0,0,64,19,20,0,87,1,0,42,3,29,0,30,53,59,13,16,65,0,0,20,0,74,5,29,8,6,21,32,25,0,0,0,58,38,81,36,0,0,0,21,50,0,10,0,43,0,0,23,0,29,0,5,55,0,39,23,0,0,0,0,27,24,0,29,0,60,16,43,0,33,0,20,0,22,22,22,0,76,4,4,31,30,0,69,60,30,0,0,0,0,0,65,0,0,44,0,0,14,32,0,2,6,0,77,37,0,0,0,0,40
2019-10-15,2,15,21,47,8,10,37,7,86,0,10,34,42,0,12,91,30,100,74,0,30,0,0,4,1,3,12,61,1,0,34,47,30,38,0,7,0,1,21,26,32,15,26,18,10,46,7,4,44,35,42,61,56,0,46,64,0,0,14,0,0,0,40,0,29,0,0,45,11,11,0,4,49,0,26,25,0,79,28,52,4,0,15,46,9,0,12,32,42,0,53,52,19,24,0,43,50,10,61,52,100,0,0,0,48,0,0,29,1,0,76,0,47,58,0,31,43,0,3,37,15,38,51,0,0,17,26,0,0,0,0,1,0,0,10,0,39,89,44,0,4,0,0,18,10,0,2,33,0,15,4,0,26,52,5,48,0,6,35,0,0,1,0,54,16,33,0,0,1,0,63,2,0,0,39,59,59,9,22,62,0,0,20,0,67,0,46,7,0,19,0,63,0,0,0,59,38,81,44,88,28,0,21,44,0,13,0,44,25,82,69,0,59,0,4,37,70,40,45,0,0,0,0,9,25,0,43,0,43,11,41,0,35,0,17,0,23,43,17,0,65,0,0,33,56,0,61,68,0,0,0,0,52,31,0,44,0,29,0,0,21,32,0,2,5,0,0,38,0,0,0,0,45
2019-10-16,2,9,55,0,0,17,28,12,0,0,0,25,42,32,0,100,30,33,83,0,51,0,0,5,1,3,16,45,1,0,25,47,0,0,0,6,0,1,21,29,43,0,26,24,29,25,24,7,44,20,0,31,48,82,53,21,0,0,29,0,0,0,43,0,44,0,0,0,7,6,0,4,0,0,0,20,0,0,19,69,0,0,15,0,18,0,14,32,52,0,53,48,19,24,0,62,0,6,30,0,0,0,0,0,0,0,0,20,1,0,0,0,37,55,0,0,27,0,3,18,10,41,51,32,0,9,17,0,0,0,0,1,0,0,16,75,39,0,58,0,3,0,0,37,9,0,4,39,29,0,4,0,16,0,5,45,0,4,17,0,53,0,0,60,11,20,52,0,1,22,71,2,29,0,36,69,0,24,35,71,76,0,19,0,50,5,40,4,6,27,0,25,0,0,0,61,19,0,15,0,0,0,16,59,0,11,41,0,0,0,0,48,30,0,3,43,0,16,34,0,11,0,0,12,0,0,29,0,58,20,30,0,33,0,18,0,28,44,18,0,83,0,4,29,44,0,65,77,30,0,0,53,0,0,66,0,0,31,0,0,27,63,0,3,5,0,0,38,0,0,0,0,22
2019-10-17,2,12,26,36,0,16,38,9,0,0,8,42,46,0,6,67,0,67,88,0,100,0,0,4,3,0,11,30,0,0,52,44,15,0,0,5,0,2,30,21,44,0,40,37,16,15,22,5,45,30,0,62,49,0,23,43,0,0,24,51,0,0,26,32,0,0,0,34,14,4,0,4,0,0,54,24,0,0,19,70,0,0,26,0,18,0,10,32,32,35,23,64,29,60,0,52,0,12,46,0,0,14,31,51,24,0,5,20,2,0,0,0,29,54,0,0,38,0,6,28,10,40,54,32,0,9,13,0,0,0,0,2,0,94,6,0,0,0,56,0,4,47,34,28,15,0,5,46,30,100,6,0,23,0,5,45,0,4,24,0,0,3,0,60,11,20,0,0,2,0,55,3,29,0,25,65,0,30,17,62,0,0,20,0,76,0,29,6,0,21,32,25,44,6,0,63,0,82,17,89,0,0,0,43,81,7,41,0,26,82,70,49,30,54,4,100,0,56,23,0,0,0,0,12,50,0,0,0,46,8,42,0,29,0,20,0,0,22,19,81,68,0,0,30,45,0,79,74,0,0,0,0,53,31,0,45,0,27,0,0,19,32,0,3,6,88,0,40,0,0,0,0,66
2019-10-18,2,11,43,54,8,13,24,12,0,0,8,38,37,50,0,64,94,34,78,0,88,0,0,4,5,4,8,31,1,0,58,50,23,0,61,7,0,0,27,27,67,0,27,29,14,42,15,7,0,18,44,35,66,84,80,73,0,0,37,0,0,0,30,0,60,0,80,23,15,3,45,6,0,0,0,29,50,0,39,72,7,0,34,0,12,100,15,0,19,36,23,62,27,50,0,35,0,8,31,53,0,0,64,0,0,0,5,20,1,0,0,0,0,51,0,0,44,0,66,28,0,39,54,0,0,7,18,0,0,0,0,1,0,0,10,0,27,0,59,0,7,48,35,57,38,0,5,38,30,21,3,0,37,0,5,42,0,4,60,0,0,3,0,57,11,83,0,0,2,0,91,5,29,0,100,61,0,21,22,64,0,0,61,0,86,11,48,6,0,22,0,26,0,0,0,51,20,0,38,0,29,0,11,46,0,13,42,45,0,84,24,0,31,0,5,76,0,33,23,0,18,0,0,12,34,0,29,82,70,15,43,0,27,0,25,0,12,45,19,0,73,0,4,32,46,0,72,63,0,0,0,0,0,0,69,0,0,21,0,0,0,0,0,2,6,0,0,44,0,52,0,0,36
2019-10-19,1,13,34,0,9,20,39,10,97,0,0,44,48,0,13,60,68,76,63,11,92,46,0,7,4,3,16,34,2,0,80,69,17,43,100,12,0,6,70,45,67,0,79,28,10,34,30,7,50,17,48,54,55,0,17,48,0,0,33,57,0,0,37,0,100,0,87,39,12,3,50,4,0,0,30,32,0,45,57,100,8,0,100,0,100,0,13,0,55,39,34,59,51,82,0,45,57,10,34,59,0,16,35,0,27,0,5,22,0,0,0,55,29,56,0,0,98,0,17,62,17,39,57,0,0,8,10,0,0,0,0,4,54,0,15,0,60,0,68,91,8,0,0,0,15,0,3,64,100,35,2,0,30,0,16,32,0,9,40,0,0,7,47,46,15,30,0,0,1,0,57,6,0,100,44,81,68,15,37,78,0,0,22,0,85,6,72,3,0,37,0,0,0,0,0,49,36,0,84,0,0,0,18,76,0,11,46,50,29,0,53,0,67,61,10,28,0,36,51,0,20,0,94,27,75,0,33,0,60,35,42,0,35,0,26,100,26,100,29,0,74,0,5,25,68,0,69,78,0,100,0,60,59,35,0,100,0,63,0,0,16,84,0,4,9,0,87,68,0,0,0,43,51
2019-10-20,1,25,9,38,18,16,37,15,0,0,16,62,32,0,6,57,32,0,60,11,67,0,85,3,6,3,21,65,1,0,67,57,32,41,0,12,0,3,29,22,69,0,38,39,15,27,100,8,48,38,46,45,43,88,33,46,0,55,54,0,0,0,39,0,64,0,0,24,18,2,48,7,0,71,29,34,0,64,21,52,7,0,44,75,51,0,23,35,26,0,0,54,31,43,0,37,0,10,49,56,54,0,33,0,0,0,5,21,2,0,0,0,48,62,0,0,93,0,3,40,0,38,56,0,0,14,14,0,0,0,0,4,51,100,12,0,57,0,57,0,4,0,0,20,14,0,6,49,32,0,6,0,67,57,0,37,0,4,19,0,0,100,0,52,13,50,0,0,1,0,91,4,0,0,39,47,65,17,54,55,0,0,32,0,72,6,81,3,6,35,0,0,0,6,0,57,27,88,48,0,0,0,23,62,0,9,44,0,0,88,75,78,32,58,6,20,75,34,48,0,13,0,0,26,36,0,31,86,49,29,41,0,29,0,38,0,37,59,27,0,83,0,0,33,93,0,61,81,0,0,0,0,0,0,0,71,0,41,0,0,22,34,94,4,9,0,0,49,0,54,0,0,43
2019-10-21,1,7,33,34,16,10,21,9,0,0,7,29,35,0,0,32,72,33,71,0,56,0,0,4,2,4,11,29,1,0,66,35,43,0,0,8,0,1,28,25,55,14,63,18,14,22,45,7,42,31,61,60,31,79,20,34,0,99,23,0,0,0,28,0,28,0,0,33,10,1,42,6,0,0,26,22,0,38,36,51,0,0,36,0,17,0,8,0,16,56,15,70,37,46,0,33,0,5,29,0,0,0,60,0,47,0,0,28,1,0,0,0,27,56,74,0,21,0,3,9,13,35,49,0,0,11,29,43,0,0,0,3,0,0,15,0,26,0,47,0,3,0,33,41,10,0,4,59,0,15,3,0,25,0,5,44,0,6,42,0,0,18,40,57,11,32,0,0,2,0,73,4,0,0,24,84,0,20,18,60,0,0,19,0,96,5,34,4,5,28,0,24,0,0,0,58,43,0,36,85,27,0,10,47,0,12,0,0,24,78,34,46,43,0,4,45,0,39,36,0,0,0,0,9,63,74,37,0,39,18,50,0,26,0,23,0,33,42,19,0,60,4,4,26,47,0,51,62,0,0,0,51,0,0,0,0,0,28,0,47,18,61,0,2,6,0,75,41,48,0,0,0,43
2019-10-22,2,12,45,34,12,10,24,7,0,77,7,33,44,31,6,37,29,65,79,0,48,0,0,3,3,3,8,44,1,77,44,35,14,37,0,8,83,0,20,11,61,0,51,23,8,20,19,7,0,39,0,27,55,0,15,14,0,0,51,48,0,0,67,0,43,0,0,22,14,2,0,5,0,0,26,15,0,0,46,46,3,0,18,0,26,0,8,94,41,34,0,71,19,46,0,58,48,5,29,0,0,14,0,0,46,0,0,38,2,0,0,0,24,60,0,0,52,0,3,22,15,35,51,47,0,23,13,0,0,0,0,3,0,0,14,0,26,0,37,77,3,44,0,36,9,0,3,34,0,0,2,0,32,0,0,48,0,6,17,0,0,3,0,63,11,26,51,0,2,0,49,2,28,0,13,75,58,20,16,54,0,0,38,0,40,0,28,3,8,23,0,49,43,6,0,63,18,0,38,0,28,0,31,43,78,6,0,0,0,0,0,0,0,0,4,24,0,31,44,0,22,0,0,20,0,0,28,0,59,15,33,0,34,0,18,0,16,53,23,0,72,0,0,25,36,0,68,84,0,0,0,51,0,0,64,43,0,34,0,0,13,0,0,2,6,0,74,43,0,49,0,37,39
2019-10-23,1,8,8,0,8,7,27,8,0,79,7,25,51,0,0,46,44,32,72,10,42,0,0,13,3,3,6,0,1,0,36,28,29,0,0,11,0,4,17,13,29,0,38,16,10,22,19,6,0,27,0,40,16,0,35,48,0,100,42,0,0,0,50,0,57,0,0,22,7,2,0,3,0,0,0,20,48,52,28,48,6,0,11,0,9,0,8,31,12,68,30,65,19,39,0,39,0,8,30,51,0,0,0,49,0,0,5,29,1,0,0,0,19,60,0,30,32,0,3,18,20,39,45,0,0,7,38,43,0,0,0,2,47,0,13,0,26,0,40,0,3,0,33,27,12,0,4,51,0,0,2,0,29,0,5,50,0,0,26,0,0,1,40,69,8,19,52,0,1,21,90,7,28,0,22,73,0,23,12,56,0,0,19,0,37,0,45,5,0,27,0,49,0,0,0,56,28,0,19,0,0,0,31,33,79,6,0,64,0,0,23,0,57,0,5,42,68,15,22,0,11,0,0,9,32,0,0,0,52,14,34,0,40,0,22,85,22,36,22,0,68,7,4,27,44,0,64,72,29,0,0,0,51,30,0,86,95,30,0,0,14,31,0,2,4,0,75,42,0,49,0,0,29
2019-10-24,1,10,21,35,0,10,34,11,0,80,0,30,29,0,6,43,90,33,81,0,41,0,0,10,1,0,13,60,1,0,48,29,15,38,0,9,0,0,26,17,26,0,53,44,14,45,10,5,0,30,43,55,56,0,31,21,0,0,57,0,0,0,33,32,29,0,0,34,0,9,0,1,0,65,0,23,0,79,38,39,8,0,27,0,15,49,10,32,20,70,15,50,19,36,0,34,0,5,30,0,50,14,0,0,0,0,0,19,1,0,0,0,47,56,0,31,38,0,0,28,20,43,47,32,0,7,47,0,0,0,75,2,0,0,19,0,62,0,49,0,6,0,0,37,10,0,2,35,29,0,5,0,29,0,5,43,0,4,23,0,0,3,41,100,9,20,53,0,1,22,67,2,28,88,22,58,60,14,14,46,0,0,19,0,62,0,63,3,6,24,0,25,0,0,0,52,19,0,29,0,28,0,11,44,81,16,40,44,0,81,0,96,49,53,5,49,69,56,34,0,0,0,81,29,24,0,28,0,58,18,42,0,31,0,33,0,34,22,22,0,66,0,11,32,63,0,57,71,0,0,0,52,0,0,0,44,0,27,0,0,0,47,87,3,6,0,0,54,0,50,0,0,70
2019-10-25,1,13,22,75,9,13,36,10,90,0,0,31,59,0,6,50,32,70,83,10,58,0,0,7,1,0,6,32,2,0,45,37,0,40,0,100,91,2,25,25,28,16,28,30,12,32,18,6,46,11,0,44,76,0,60,22,0,0,53,0,0,0,42,0,31,0,0,36,8,2,47,8,0,0,0,36,0,42,100,75,9,0,50,0,9,0,12,68,59,36,56,69,27,25,0,27,53,12,32,0,0,0,0,0,0,0,0,0,2,0,80,0,30,52,0,0,63,0,3,39,11,37,52,0,0,17,23,0,0,0,0,2,0,0,11,0,28,0,64,0,4,0,36,32,37,0,4,46,31,0,2,0,38,0,5,41,0,0,19,0,0,1,0,81,11,42,0,0,4,23,71,3,0,0,17,54,63,26,24,59,0,0,21,0,79,5,37,3,0,21,0,27,0,0,0,58,20,0,26,0,0,0,11,43,0,14,0,46,0,0,49,51,0,0,3,29,0,25,24,0,12,0,0,12,0,0,0,0,45,20,45,0,35,0,29,0,36,47,25,0,73,4,5,29,47,0,69,57,32,0,0,0,0,0,0,0,0,54,0,0,15,50,0,2,6,0,81,50,0,0,0,0,21
2019-10-26,2,13,36,44,10,21,38,10,0,0,0,45,69,0,7,88,0,0,59,0,64,0,0,4,2,3,8,37,2,100,63,51,18,0,0,22,0,1,51,33,28,0,49,70,21,19,18,8,0,21,52,75,49,100,25,26,100,63,53,0,0,0,31,0,36,0,0,42,18,2,81,9,0,0,33,38,0,48,47,69,4,0,27,0,22,0,100,80,45,42,19,78,32,59,0,56,0,12,38,65,0,0,0,61,59,0,12,24,0,100,0,0,58,58,0,0,40,0,0,17,13,40,54,40,0,19,26,0,0,0,0,6,0,0,16,0,33,0,66,100,7,0,0,68,20,0,4,64,0,19,5,0,28,0,6,100,0,7,58,0,0,2,0,52,12,33,0,0,1,27,52,3,36,0,48,86,74,46,34,51,0,0,24,0,51,13,64,7,0,37,40,41,0,7,0,57,35,0,54,0,0,0,13,59,100,8,0,0,0,100,57,0,72,0,8,46,0,49,28,0,14,0,0,11,41,0,35,0,47,21,86,0,33,0,32,0,42,27,24,100,65,5,5,41,60,0,64,65,37,0,0,0,64,38,0,54,0,47,0,0,26,39,0,3,6,0,0,43,0,0,0,0,18
2019-10-27,2,10,44,37,8,16,23,10,89,0,16,38,48,0,6,55,31,35,56,10,64,0,0,6,3,10,5,31,2,0,68,43,15,0,0,13,0,4,31,15,37,0,41,51,19,26,10,6,46,29,44,36,50,0,16,30,0,53,35,52,0,0,76,0,0,88,0,24,7,4,92,5,0,0,56,30,0,55,20,64,7,0,38,0,9,0,24,0,12,48,24,51,20,38,0,45,52,13,53,55,52,0,0,0,0,0,5,61,1,0,0,0,69,55,0,32,96,0,0,34,0,37,46,0,0,16,13,0,0,100,0,2,50,0,12,0,28,0,65,0,9,0,35,70,17,0,4,86,0,0,3,0,51,0,10,45,0,8,30,0,0,1,43,52,11,28,0,0,1,100,88,2,0,0,46,48,0,14,33,55,0,0,41,0,61,8,48,4,0,28,33,26,0,0,0,66,59,85,38,0,0,0,17,50,0,20,0,0,26,0,97,50,61,0,6,90,0,58,23,0,0,0,86,31,34,0,30,0,58,22,82,0,35,0,27,92,35,57,21,0,69,4,0,21,74,0,45,77,31,0,0,55,0,0,69,0,0,49,0,50,36,33,0,3,9,0,0,37,0,0,0,0,31
2019-10-28,2,16,44,0,8,10,21,14,0,75,7,28,50,91,0,45,0,0,86,0,45,38,0,3,4,3,11,43,1,0,48,29,28,0,0,9,0,2,34,17,22,0,33,29,11,29,10,3,0,21,40,45,46,0,54,61,0,48,32,0,0,0,48,0,56,0,0,22,13,2,0,2,47,0,0,28,0,37,27,56,0,0,31,0,14,0,14,30,19,0,14,60,18,23,0,27,0,7,29,0,0,0,0,0,23,0,4,18,2,0,0,0,18,64,0,29,10,0,0,39,10,37,45,30,0,10,12,0,0,0,0,1,0,0,8,0,38,0,50,0,3,0,0,58,10,0,4,50,28,0,2,0,28,0,5,43,0,4,25,0,51,0,0,57,12,25,0,0,2,21,60,2,0,0,24,97,0,16,17,48,72,0,19,0,63,0,49,7,0,26,30,24,0,0,0,62,30,0,28,0,0,0,20,53,0,12,38,42,0,0,22,0,56,0,5,41,66,23,21,0,16,0,0,17,16,0,27,75,77,17,59,0,32,0,24,0,11,52,17,0,68,4,0,33,35,0,70,73,29,0,0,0,0,44,0,0,0,36,0,0,20,45,0,2,5,0,74,34,0,0,0,0,33
2019-10-29,1,11,53,85,16,10,18,10,0,0,7,35,44,0,0,42,0,0,74,10,36,0,0,6,1,3,8,0,1,0,36,27,14,0,0,7,83,2,17,26,18,0,63,24,20,29,16,4,43,31,0,40,70,0,30,41,77,0,46,49,0,0,28,0,0,0,0,44,14,2,0,4,0,0,26,25,0,38,55,48,3,0,27,0,25,0,21,31,27,33,22,79,19,69,0,50,0,5,59,50,0,0,0,48,23,0,0,19,1,79,0,0,18,60,0,30,21,0,3,22,20,40,47,31,0,10,29,0,0,0,74,1,0,0,10,0,34,0,54,0,0,0,0,0,10,0,4,68,0,0,3,0,25,0,8,43,0,9,28,0,0,0,0,61,13,38,51,0,2,0,61,3,0,85,32,50,0,13,18,47,0,0,25,0,49,5,25,5,0,22,0,37,0,0,0,59,0,0,31,0,0,0,21,45,0,33,0,0,0,78,22,0,57,0,4,24,0,38,33,0,11,0,0,9,16,0,28,0,73,8,46,0,27,0,27,0,11,21,23,0,80,4,0,32,65,0,67,90,0,0,0,0,0,0,0,43,0,22,86,47,13,31,0,2,6,0,0,45,0,48,0,0,58
2019-10-30,0,9,25,53,8,7,25,11,0,0,0,34,20,0,0,14,0,33,74,0,43,0,0,7,1,3,10,30,1,0,48,34,15,0,0,8,0,2,23,9,21,0,52,36,20,30,7,7,0,22,42,41,40,0,51,14,0,0,19,0,0,0,54,0,58,0,77,34,17,2,0,5,0,0,40,30,0,0,19,46,7,0,22,0,17,0,13,48,40,34,30,58,19,36,0,34,0,8,30,0,0,0,31,0,47,0,0,20,1,0,0,0,38,55,0,0,38,0,0,32,10,37,53,0,0,9,25,0,0,0,0,3,47,0,11,0,26,0,46,0,3,0,0,18,9,0,2,78,29,0,2,0,20,0,10,40,0,0,35,0,0,3,0,54,15,20,53,0,0,22,71,3,85,0,27,48,0,16,18,44,0,0,0,0,25,5,69,3,0,29,32,25,0,0,0,55,28,0,12,0,0,0,26,42,0,17,40,44,0,0,23,0,59,0,4,55,0,24,22,0,23,0,0,9,33,0,28,0,58,10,36,0,27,0,21,0,34,22,14,0,74,4,0,28,50,0,52,76,30,0,0,53,0,0,66,44,0,31,0,48,14,63,0,2,8,0,0,36,0,0,0,38,60
