,Die Verurteilten,Der Pate,Dominion,Mosul,Der Pate 2,The Dark Knight,Schindlers Liste,Pulp Fiction,Berg II,Die zwölf Geschworenen,Der Herr der Ringe: Die Rückkehr des Königs,Inception,Forrest Gump,Zwei glorreiche Halunken,Der Herr der Ringe: Die Gefährten,Fight Club,Earthlings,Einer flog über das Kuckucksnest,Matrix,Der Herr der Ringe: Die zwei Türme,Parasite,Die sieben Samurai,Ist das Leben nicht schön?,Das Leben ist schön,Das Schweigen der Lämmer,Der Soldat James Ryan,Chihiros Reise ins Zauberland,City of God,The Green Mile,Für Sama,Interstellar,Joker,Die besten Jahre,Moderne Zeiten,Lichter der Großstadt,Gladiator,Léon: Der Profi,Whiplash,Ziemlich beste Freunde,Spiel mir das Lied vom Tod,Der König der Löwen,Prestige - Die Meister der Magie,Der Pianist,Avengers: Infinity War,Senna - Genie.Draufgänger.Legende,American History X,Das Salz der Erde,Zurück in die Zukunft,Der große Diktator,1917,Die letzten Glühwürmchen,Samsara,Ayla,Terminator 2: Tag der Abrechnung,Die Bucht,Django Unchained,Mrtav 'ladan,Lebe Deine Träume,Apocalypse Now,Kinder des Olymp,Boulevard der Dämmerung,Your Name.,Memento,Zeugin der Anklage,Oldboy,Der Mann mit der Kamera,Wege zum Ruhm,Es war einmal in Amerika,Prinzessin Mononoke,Das Leben der Anderen,Jäger des verlorenen Schatzes,The Dark Knight Rises,Baum der Wünsche,Die Reue,Das Fenster zum Hof,Shining,Alien: Das unheimliche Wesen aus einer fremden Welt,Lethal Strike,2001: Odyssee im Weltraum,Metropolis,Der Clou,Frau ohne Gewissen,Braveheart,Die Frau die singt - Incendies,Requiem for a Dream,Fahrraddiebe,Die Jagd,Uhrwerk Orange,Clockwork Orange,Die Verdammten,American Beauty,Amadeus,Vergiss mein nicht,Die fabelhafte Welt der Amelie,Kinder des Himmels,Full Metal Jacket,Mein Vater und mein Sohn,Inglourious Basterds,Toy Story 3,Nick Cave & The Bad Seeds,Das Appartement,Für ein paar Dollar mehr,Der unsichtbare Dritte,Komm und sieh',Wer die Nachtigall stört,Du sollst mein Glücksstern sein,Aliens: Die Rückkehr,Citizen Kane,Lawrence von Arabien,Wilde Erdbeeren,Manche mögen's heiß,Urteil von Nürnberg,V wie Vendetta,Asian Godfather - Die Gangs von Wasseypur I + II,L.A. Confidential,Article 15,Batman Begins,Die Reise nach Tokio,Gesprengte Ketten,Alles steht Kopf,Mein Nachbar Totoro,Oben,Casino,Bube Dame König grAS,Bei Anruf Mord,The Wolf of Wall Street,Apollo 11,Swades - Heimat,Alles über Eva,Reporter des Satans,Maschinenpistolen,Stirb langsam,Die Erbin,Der Schatz der Sierra Madre,Free Solo,Das siebente Siegel,Pans Labyrinth,Andrej Rubljow,The Band,Tangerines,Das wandelnde Schloss,Searching for Sugar Man,Erbarmungslos,Der Zirkus,Warrior,Sherlock Junior,Der 13.,Winterschlaf,There Will Be Blood,In ihren Augen,Der Untergang,Junge Rebellen,Goldrausch,Wie ein wilder Stier,A Silent Voice,Klaus,Chungking Express,Durch die Wand,Ben Hur,Stand by Me: Das Geheimnis eines Sommers,Citizenfour,Lohn der Angst,Fanny und Alexander,Virus,Opfer,The Big Lebowski,Der Killerwal,Die Melodie des Meeres,Marriage Story,Rush: Alles für den Sieg,The Help,Catch Me If You Can,Rampenlicht,Schlacht um Algier,Mommy,Spotlight,Der Elefantenmensch,Findet Nemo,Drachenzähmen leicht gemacht,Systemsprenger,Das Cabinet des Dr. Caligari,Kaufen für die Müllhalde,Super 30,Der Fuhrmann des Todes,Mad Max: Fury Road,Die Braut des Prinzen,Prisoners,Sixth Sense,Die Brücke am Kwai,Die Nacht,Wer den Wind sät,Nobody Knows,Es geschah in einer Nacht,Logan: The Wolverine,Die große Illusion,Raum,No Country for Old Men,Der Blade Runner,Blade Runner,Die Faust im Nacken,Million Dollar Baby,Gier nach Geld,Das Leben des Brian,Togo,Der Rest ist schweigen,Little Women,Die durch die Hölle gehen,Der letzte Mann,Nausicaä - Prinzessin aus dem Tal der Winde,Memories of Murder,Der unsichtbare Gast,Hotel Ruanda,Drei Farben - Rot,Amores perros,Shutter Island,Into the Wild,Baahubali,Gran Torino,12 Years a Slave,Reise ins Herz der Finsternis,Der dritte Mann,Love Exposure,Harry Potter und die Heiligtümer des Todes - Teil 2,Vom Winde verweht,Grand Budapest Hotel,Die Spielregel,The Gentlemen,Die rote Laterne,Rote Laterne,Jurassic Park,Sonnenaufgang,Das Verschwinden der Haruhi Suzumiya,Rebecca,Batman und Bill,Napoleon,Manderly,Der General,Stürme,Der Wind,Der Unbeugsame,Der Spiegel,Charles Dickens - Eine Weihnachtsgeschichte,Das Ding aus einer anderen Welt,Tomorrow,Brotherhood,Der König der Affen,Panik,Faust,Die Truman Show,Schildkröten können fliegen,Die Legende vom Ozeanpianisten,The Farthest,Man lebt nur einmal,Im Namen des Vaters,Der eiskalte Engel,The Raid 2,Die Rechnung ging nicht auf,Der Zauberer von Oz,Goldenes Gift,Sing Street,Das Comeback,Blood Diamond,Die Volksschule,Guardians of the Galaxy,Die Schöne und das Biest,Die kleinen Füchse,Die Teuflischen,Laura,Infernal Affairs,Vor dem Regen,Solange ein Herz schlägt,Ein Herz und eine Krone,La La Land
2015-10-25,3,61,37,28,65,44,1,36,0,0,9,64,66,44,6,73,25,0,61,12,58,0,0,4,5,35,73,69,5,0,14,21,40,49,0,12,0,84,59,14,66,50,23,39,100,48,30,8,8,51,35,85,11,92,13,1,0,69,16,0,0,58,26,44,67,0,0,38,35,4,7,17,0,0,35,35,0,0,42,68,34,0,3,0,62,0,16,0,11,0,27,49,53,19,0,7,59,16,30,0,0,0,0,0,0,0,0,30,42,0,0,0,24,77,0,61,54,0,0,27,52,86,52,0,49,28,27,0,0,0,100,38,0,0,42,0,0,0,68,0,79,65,44,25,82,0,13,50,0,42,22,0,52,0,0,55,96,29,30,0,4,49,0,42,12,6,0,0,46,0,64,26,46,0,60,50,0,11,54,0,0,0,0,0,37,48,26,94,0,41,0,0,0,0,0,86,45,46,26,70,57,0,21,58,73,0,0,0,0,74,0,0,60,0,50,85,48,48,19,0,0,0,0,98,73,0,41,77,50,18,64,0,48,0,87,0,60,80,57,0,51,0,0,14,91,0,41,65,46,0,0,0,0,0,81,33,0,3,0,0,57,43,0,57,11,0,0,61,0,0,0,38,71
2015-10-26,1,37,27,36,37,22,1,40,0,0,15,62,63,37,5,72,0,30,74,7,28,0,0,4,5,44,31,29,7,0,10,18,51,41,0,8,0,37,26,29,58,0,20,33,12,21,0,3,7,14,0,85,19,0,18,1,0,0,12,0,0,0,34,38,38,0,0,29,30,2,100,15,0,0,30,25,0,0,35,45,29,0,1,0,32,0,11,15,9,0,31,76,23,16,0,2,100,38,0,0,0,0,38,45,24,0,7,25,0,41,0,0,36,90,0,0,35,0,32,17,0,72,38,18,42,10,57,0,0,0,43,7,0,0,36,0,22,0,53,0,50,37,37,21,66,74,6,63,0,36,16,0,33,0,0,70,0,24,38,0,0,0,50,43,14,8,0,25,0,3,16,24,39,0,23,54,0,6,31,0,71,0,26,0,20,83,26,40,0,28,66,23,0,0,0,99,58,0,24,0,24,0,26,43,0,0,0,0,0,0,0,12,31,0,26,38,27,20,24,0,0,39,0,46,12,74,35,0,62,12,73,0,40,0,53,0,34,27,53,0,55,10,0,14,48,0,42,75,78,0,68,0,48,37,0,0,0,2,31,0,49,32,77,47,21,68,42,69,46,0,0,0,49
2015-10-27,2,42,55,24,0,29,1,40,0,0,8,30,42,0,5,43,22,30,81,0,38,0,0,8,3,45,32,58,2,0,10,24,35,0,0,9,0,32,35,19,56,0,39,0,28,52,38,2,11,24,31,41,7,0,33,2,0,0,17,0,0,0,31,38,39,0,75,0,15,3,12,29,0,0,31,36,0,0,36,52,43,0,1,0,32,49,22,100,73,0,15,60,26,39,0,4,0,21,0,0,0,0,57,0,25,0,0,51,27,0,0,0,20,90,0,53,46,0,0,19,30,73,44,19,0,23,31,0,0,0,44,6,0,0,56,0,22,0,51,0,33,38,0,21,57,0,10,57,0,0,24,0,41,0,0,70,0,24,19,0,3,0,51,44,11,10,0,0,0,0,48,49,0,0,31,38,0,20,29,0,0,0,26,0,14,0,32,41,48,29,33,23,0,0,0,98,79,0,35,0,0,0,27,50,0,0,0,66,0,0,0,12,62,0,10,24,41,41,16,0,19,0,0,26,25,0,0,65,41,10,48,0,30,0,59,0,22,41,41,0,61,10,0,10,41,0,53,72,0,0,0,0,0,37,70,0,0,1,0,0,0,24,0,24,17,0,0,69,0,0,0,0,25
2015-10-28,1,22,40,25,0,39,1,43,0,0,8,44,68,0,13,50,22,30,87,7,47,0,0,5,9,31,32,50,4,0,9,25,35,0,0,10,0,54,33,25,58,0,0,0,23,49,0,2,7,54,31,41,12,0,30,1,0,60,21,0,0,0,26,0,39,0,0,22,15,4,9,22,0,0,31,29,0,0,0,58,44,0,2,0,36,0,6,47,23,29,31,78,17,17,0,3,0,21,26,0,0,0,0,0,25,0,0,52,18,0,0,0,14,85,0,0,0,0,0,15,45,78,47,19,42,13,23,0,0,0,0,2,52,0,32,0,22,0,64,0,34,0,38,22,48,0,4,48,0,36,16,0,64,0,0,69,0,25,49,0,3,0,0,46,13,0,0,0,0,3,56,33,0,0,46,74,0,17,37,0,0,0,0,0,20,0,24,41,0,25,33,35,0,0,0,97,0,0,15,0,0,0,36,51,0,67,30,50,35,0,0,12,31,0,10,29,57,28,27,46,19,0,0,14,31,75,73,0,54,9,29,77,47,0,50,75,30,42,49,0,76,10,0,15,45,0,31,71,0,0,0,0,49,38,0,29,0,2,0,0,0,25,79,24,13,0,0,65,0,0,0,50,49
2015-10-29,4,22,48,25,0,30,1,44,0,0,0,42,43,38,8,54,0,31,79,0,19,0,0,5,8,61,32,61,2,0,10,28,0,43,0,9,80,16,43,25,53,0,0,0,12,21,39,2,10,22,0,67,12,0,19,1,68,0,34,73,0,0,32,39,20,0,0,44,15,7,12,23,0,0,31,89,0,0,0,42,0,0,1,34,44,0,14,32,37,0,79,59,35,17,0,4,0,14,0,0,0,0,0,0,25,99,0,0,0,0,0,0,14,90,0,0,48,0,34,19,30,82,45,25,0,20,24,0,60,0,0,4,0,0,57,0,30,0,63,0,35,38,0,33,60,0,15,34,0,0,11,0,27,0,0,69,85,25,20,0,7,0,0,47,13,5,20,0,40,0,52,22,40,0,32,61,0,13,45,79,0,0,0,0,39,0,20,28,0,31,34,24,80,0,0,89,0,0,30,0,25,0,30,43,0,34,0,0,35,65,0,0,32,0,40,50,28,21,16,0,0,0,0,32,13,0,0,0,66,8,30,0,43,0,45,0,35,85,45,0,41,10,0,14,40,48,47,66,40,0,0,0,49,38,0,0,0,1,0,0,0,25,0,32,14,0,0,63,0,61,0,0,0
2015-10-30,4,31,47,53,40,29,1,44,0,0,0,57,64,41,6,39,24,49,75,0,21,0,48,5,6,66,46,32,6,0,10,37,38,0,0,7,0,23,41,20,54,48,22,0,30,23,0,2,7,47,33,53,10,0,41,1,0,0,9,0,0,0,43,42,42,0,82,24,0,5,6,32,0,69,100,92,0,0,0,61,32,0,2,0,39,0,6,34,30,94,51,84,19,18,0,2,0,41,28,0,36,0,0,0,40,0,0,56,32,46,0,0,40,84,0,57,51,0,0,20,64,70,55,20,0,31,33,0,0,0,0,3,28,0,39,0,48,0,69,0,73,0,41,47,60,0,4,44,25,0,14,0,24,42,0,67,0,54,21,0,0,0,0,48,15,11,0,28,0,3,76,60,43,0,37,80,0,11,61,0,79,0,58,0,24,0,32,33,0,28,0,50,0,0,0,76,0,0,27,0,27,0,39,68,0,0,0,36,0,69,0,0,33,0,36,48,30,30,35,0,21,0,0,24,47,0,0,0,68,9,34,0,51,0,53,0,38,0,31,77,48,0,48,17,30,0,41,53,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,39,10,0,0,71,51,0,0,36,40
2015-10-31,100,51,44,0,0,53,1,95,0,46,10,60,87,0,0,54,30,41,72,0,52,55,0,7,42,42,67,41,5,0,13,100,0,57,0,16,0,100,55,29,57,0,68,0,29,100,35,2,9,40,42,90,16,0,15,1,0,0,30,0,0,0,39,0,53,0,0,30,55,5,8,50,0,0,0,79,0,0,0,79,40,0,1,46,29,69,27,32,100,78,32,54,24,23,0,4,0,14,0,0,0,0,0,0,67,0,0,70,0,0,0,0,75,73,0,0,48,0,0,22,41,76,63,0,0,18,32,0,0,0,0,3,35,0,83,0,100,0,59,0,46,76,0,49,62,0,10,82,31,50,15,0,23,0,0,79,0,68,26,0,4,0,0,46,15,14,0,0,0,0,46,0,0,0,63,41,0,23,50,0,100,0,0,0,83,57,36,47,0,58,76,0,0,0,0,74,54,0,48,0,34,0,73,63,0,45,41,46,0,0,0,0,84,0,27,80,57,47,34,0,52,0,0,18,34,0,0,0,63,14,42,0,46,0,64,0,20,38,46,0,40,0,60,14,69,0,33,66,0,0,0,100,0,0,97,0,0,2,0,0,68,33,0,65,20,0,0,71,0,0,0,0,45
2015-11-01,24,54,54,30,0,65,1,94,0,0,9,61,78,46,10,77,0,37,73,9,31,48,0,3,18,55,34,36,6,0,17,22,85,0,0,14,0,30,92,56,75,0,24,0,40,64,0,2,0,42,38,30,20,0,28,1,0,0,10,0,0,0,56,0,36,0,0,40,37,3,0,54,0,0,37,68,0,0,44,48,36,0,1,41,39,0,100,38,31,35,57,50,28,41,96,5,0,21,0,0,0,0,0,0,60,0,0,47,33,0,0,0,33,76,0,0,29,0,40,19,0,84,67,23,0,95,57,0,0,0,0,7,0,79,49,0,54,0,76,0,42,0,0,53,67,0,7,41,0,44,20,0,50,0,0,63,0,30,24,0,6,0,0,47,17,6,0,0,0,0,32,41,48,0,74,53,0,17,66,0,0,0,0,0,57,52,36,38,0,50,61,29,0,0,0,95,48,49,36,0,30,0,44,46,0,41,37,41,0,0,92,0,38,94,73,54,0,51,100,0,23,48,91,49,53,0,44,0,86,13,46,0,42,0,77,0,30,34,66,0,51,13,54,12,71,0,35,62,0,0,0,90,0,46,0,0,0,2,0,0,61,30,96,46,15,0,0,71,0,73,0,0,45
2015-11-02,6,35,29,24,0,26,1,47,0,33,0,35,37,37,0,45,21,29,79,7,18,39,0,4,7,39,41,44,4,0,13,17,34,0,0,9,0,48,50,18,62,0,39,33,21,27,25,1,0,33,0,64,21,0,22,1,0,0,16,0,0,0,34,0,57,77,0,21,30,4,6,22,0,0,0,35,0,0,35,52,28,0,1,0,42,50,11,15,16,0,61,94,17,16,0,3,0,14,26,0,0,0,0,45,48,0,0,25,18,0,0,0,27,88,0,0,54,0,0,14,29,73,53,18,0,44,23,46,0,0,0,7,0,63,47,0,43,0,52,0,100,0,74,42,63,0,6,58,23,35,18,0,37,0,0,69,0,24,19,0,3,0,0,48,14,30,0,0,0,0,43,24,39,0,37,51,71,15,38,0,0,66,26,0,24,0,32,40,0,32,33,34,0,0,0,96,0,0,66,0,48,0,17,66,0,65,0,33,0,0,0,0,30,0,52,38,27,41,16,0,18,0,0,39,18,0,0,65,62,7,32,0,48,0,63,0,15,41,40,0,55,0,43,14,51,0,33,86,39,0,0,0,47,0,0,28,0,2,0,77,0,24,0,41,7,0,0,67,46,0,0,0,0
2015-11-03,3,28,24,24,56,26,1,28,0,0,0,49,67,37,5,52,43,45,76,7,37,39,0,4,7,30,21,30,6,0,10,16,34,41,0,6,0,24,26,37,54,43,20,0,19,31,0,1,39,43,0,49,9,0,11,1,66,0,8,71,0,49,26,0,19,0,0,43,30,5,6,44,0,0,30,30,0,0,0,53,0,0,1,33,32,100,14,15,20,29,23,68,17,17,0,4,0,38,0,0,0,0,38,0,24,0,7,60,0,0,0,0,18,91,0,0,35,0,33,13,0,85,48,19,0,35,58,0,0,0,0,2,26,0,24,0,44,0,55,0,33,0,0,43,61,0,7,50,23,0,16,0,19,0,0,66,0,24,38,0,0,0,0,49,12,8,0,0,0,0,37,16,0,0,66,59,0,10,48,0,72,0,0,0,18,0,29,41,0,30,67,0,0,0,100,85,39,0,15,59,24,74,18,44,0,33,0,0,0,0,0,0,0,38,49,24,28,21,16,0,0,0,0,13,50,0,0,0,60,8,40,0,31,0,58,0,44,55,54,71,49,10,0,13,20,0,40,79,39,0,0,0,48,0,0,0,0,1,0,0,0,97,0,22,19,0,0,63,0,0,0,33,24
2015-11-04,2,31,48,25,75,30,2,58,0,34,0,36,86,0,21,47,22,30,75,0,38,0,0,6,4,41,28,61,2,0,7,11,35,43,0,12,0,49,43,31,53,44,20,0,31,21,26,1,20,54,31,42,5,0,30,1,0,0,13,72,0,0,52,39,29,0,0,55,62,5,0,52,0,0,0,41,0,0,73,70,30,0,1,0,65,0,17,16,16,0,39,66,18,45,0,2,0,11,0,0,33,0,0,0,25,0,0,39,18,0,0,0,51,94,0,0,35,0,0,13,31,82,51,19,0,23,24,0,0,0,44,4,26,0,73,0,22,0,53,0,34,56,38,22,60,0,7,53,0,37,30,0,30,0,0,66,0,25,33,0,3,43,0,45,13,10,0,0,0,4,45,25,40,0,35,66,0,13,47,0,0,0,27,0,39,0,13,42,0,26,67,23,0,0,0,96,40,41,30,0,25,0,18,57,0,66,0,34,0,0,0,0,31,39,37,22,28,52,33,0,26,0,75,20,19,0,0,0,27,9,29,0,47,0,60,0,40,37,50,0,67,0,44,14,26,0,47,76,40,0,0,0,49,39,70,29,0,1,0,0,0,49,78,28,5,0,0,64,0,0,0,0,49
2015-11-05,2,20,48,49,38,33,2,53,0,0,0,33,64,38,5,33,22,61,100,0,32,0,0,6,4,0,32,30,0,0,9,17,35,0,0,9,0,54,54,25,38,0,20,0,17,42,26,1,23,25,31,58,21,0,23,1,0,0,8,0,0,0,35,0,20,0,77,0,15,5,6,30,0,0,31,29,0,0,36,67,30,0,1,34,36,51,14,24,24,0,32,77,35,22,0,2,0,18,0,0,34,47,39,0,41,0,8,52,0,0,0,0,55,93,0,0,23,0,0,13,0,78,47,19,0,64,39,0,0,0,0,72,0,0,36,53,22,0,60,0,69,0,38,33,55,0,4,48,0,36,19,0,30,0,0,63,0,37,33,0,5,43,0,48,16,10,20,0,0,0,78,33,40,0,58,60,0,9,37,0,0,0,0,0,12,0,16,83,0,31,0,24,0,0,0,88,0,0,22,0,0,0,27,38,0,33,0,34,0,0,0,12,0,39,20,54,0,42,17,0,19,0,0,36,25,0,37,0,44,7,32,0,48,0,55,0,20,70,31,0,58,10,45,14,43,0,34,82,40,0,0,0,0,0,0,38,66,1,0,0,0,25,0,34,13,70,0,73,0,61,0,0,25
2015-11-06,3,33,42,0,0,25,2,36,0,0,8,50,63,41,0,56,23,0,92,7,20,42,0,6,5,43,45,32,5,0,12,16,37,0,0,11,0,35,36,33,52,0,42,0,20,30,41,1,7,15,33,70,15,0,28,1,0,0,24,0,0,0,46,0,41,0,0,23,24,4,0,55,0,0,0,38,0,0,0,70,62,0,1,36,99,0,9,0,22,0,50,70,37,27,0,3,54,33,28,0,0,0,41,0,26,0,8,28,0,0,0,0,24,89,0,56,100,0,0,16,32,82,65,20,45,48,50,0,0,0,0,15,28,0,52,0,23,0,71,0,72,0,41,77,69,0,4,48,49,0,28,0,36,0,100,71,0,39,42,0,7,0,0,46,11,5,22,0,0,0,30,44,0,0,58,52,0,20,60,0,78,0,28,0,19,45,24,44,0,30,0,25,0,0,0,74,42,0,48,0,26,0,38,43,0,35,32,0,0,68,0,12,0,0,39,42,30,37,23,0,50,0,0,21,60,0,0,0,59,5,30,0,63,0,64,0,32,30,63,0,62,22,47,16,22,100,28,64,42,99,0,0,51,0,75,41,0,2,0,0,53,52,0,68,9,0,0,69,51,0,0,0,27
2015-11-07,3,62,51,31,0,61,2,49,0,0,10,67,65,49,7,34,56,38,67,0,49,51,0,10,15,39,54,38,0,0,30,14,44,0,0,13,100,48,31,27,49,56,38,0,18,36,33,1,8,100,39,32,18,0,22,2,85,77,32,0,0,0,88,0,37,100,0,42,19,6,15,47,0,0,59,48,0,0,46,89,37,0,2,43,55,0,25,20,26,37,100,53,67,21,100,6,0,40,34,0,0,0,0,59,31,0,0,100,35,0,0,0,29,75,0,0,60,0,0,23,38,84,71,24,54,100,30,0,0,0,0,5,0,0,93,0,42,0,69,92,87,0,0,28,80,0,6,52,30,46,24,0,29,100,0,62,0,53,100,0,4,0,65,51,13,7,0,0,0,0,76,32,51,100,52,42,92,19,81,0,94,0,34,0,36,54,38,26,0,39,85,0,0,0,0,82,76,0,45,0,32,0,0,51,0,42,39,43,0,0,0,0,40,0,51,56,54,53,42,0,24,50,0,17,40,0,46,0,72,19,30,0,48,0,66,0,51,59,46,0,57,26,0,15,62,0,43,54,0,0,0,0,62,48,0,37,0,2,0,0,0,31,0,59,23,0,0,76,0,0,0,0,48
2015-11-08,2,45,72,29,90,48,2,23,0,0,18,66,38,0,12,64,39,36,70,0,53,0,0,9,7,36,42,36,4,0,15,19,0,100,48,12,0,39,64,30,57,0,0,0,22,50,0,1,8,47,37,30,11,0,13,2,80,0,20,0,0,0,90,0,47,94,90,0,55,6,0,53,0,0,37,55,0,0,43,64,35,0,3,0,43,0,24,19,25,0,56,64,42,47,0,6,0,37,31,0,40,0,0,56,29,0,9,31,22,0,0,0,33,89,49,0,75,0,40,17,36,84,69,23,0,66,28,0,0,0,52,4,31,0,0,0,53,0,66,0,41,45,0,26,85,91,9,75,28,86,22,0,50,47,0,68,100,40,23,0,0,0,0,44,15,15,0,0,0,3,71,20,0,0,59,43,0,14,76,0,0,0,32,0,15,84,27,41,0,36,40,42,0,0,0,90,63,0,30,0,30,0,22,35,0,40,0,0,0,77,0,14,74,0,32,100,34,100,39,0,23,0,0,16,52,0,0,79,41,11,44,0,41,0,68,0,36,100,65,0,53,0,0,20,76,0,32,95,0,0,0,0,0,0,85,46,0,3,0,0,0,73,0,48,26,83,0,68,0,0,0,0,40
2015-11-09,2,29,38,0,36,31,2,27,0,0,7,50,36,54,5,82,35,29,75,0,24,0,0,3,4,43,30,28,0,0,9,13,66,40,38,13,0,41,36,16,50,0,19,0,16,27,25,1,9,37,29,63,20,0,11,1,63,0,12,0,0,0,52,0,18,0,0,21,57,3,9,35,58,0,58,18,0,0,34,69,56,0,1,0,54,0,8,15,24,0,15,59,22,24,0,3,0,36,25,0,32,0,37,44,23,0,0,25,17,0,0,0,13,95,0,0,30,0,0,9,29,74,54,18,0,23,33,0,0,0,0,4,49,0,34,0,0,0,40,0,0,71,36,51,60,0,6,43,22,34,23,0,32,0,0,73,0,23,37,0,3,0,49,51,13,15,0,0,0,3,49,24,38,0,38,67,0,17,39,0,0,0,25,91,15,60,12,19,0,24,32,22,0,0,0,95,0,38,38,0,47,0,17,56,0,31,0,32,0,0,0,11,30,37,41,28,27,30,47,0,42,0,0,25,24,0,34,0,60,8,32,0,40,0,57,0,21,53,30,68,53,10,0,13,34,0,42,91,38,0,0,0,0,36,100,27,0,1,0,0,0,46,0,36,11,0,0,72,0,0,0,0,35
2015-11-10,2,41,40,0,36,14,1,42,0,0,11,37,49,0,5,61,21,0,85,0,55,38,0,8,11,29,20,29,2,0,9,14,67,0,0,10,0,39,21,16,53,0,19,33,9,47,0,1,0,57,30,56,25,0,15,1,0,0,16,0,0,0,25,0,37,76,0,0,44,3,0,14,0,62,30,23,0,0,69,58,28,0,2,0,48,0,25,15,31,56,45,62,25,24,0,4,0,20,0,67,0,0,37,0,47,0,0,25,17,0,0,0,27,97,0,0,45,0,0,9,58,77,53,0,0,41,34,0,0,75,42,2,0,0,47,0,42,0,75,0,33,36,37,21,58,0,12,44,22,0,8,0,40,38,0,77,0,24,19,0,6,0,49,49,17,5,0,25,38,3,36,48,0,0,39,55,0,23,47,0,71,0,26,0,20,0,25,79,48,33,32,34,0,0,0,96,0,0,29,0,0,0,35,49,0,0,0,33,100,0,0,0,60,37,13,52,45,40,63,0,18,38,0,19,30,0,35,64,49,7,33,0,37,0,60,0,24,40,35,0,68,10,0,13,36,0,47,85,0,0,0,0,47,36,0,28,0,1,0,0,0,24,0,25,21,67,42,54,0,0,0,0,24
2015-11-11,1,44,52,49,0,21,1,60,76,34,8,17,38,38,0,50,44,90,77,7,58,0,0,5,3,30,35,30,3,0,9,13,35,0,0,6,0,22,34,38,46,0,27,0,26,63,26,0,7,24,31,50,21,0,19,1,0,0,8,0,0,100,43,0,19,0,0,22,25,4,6,37,0,0,0,20,0,0,0,55,29,0,1,0,32,0,25,31,37,58,31,63,23,34,0,4,0,28,26,0,0,0,39,0,25,0,0,26,18,0,0,0,32,88,0,53,24,0,0,10,30,65,49,0,0,13,31,0,0,77,0,4,0,0,65,0,44,0,41,0,0,38,0,29,66,0,16,67,23,36,11,0,60,0,0,76,0,33,20,0,8,0,0,44,10,10,0,0,0,3,26,42,40,0,46,60,0,24,47,0,0,0,0,0,18,0,16,28,0,39,0,47,0,0,0,84,40,0,30,0,0,0,27,57,0,100,0,0,35,0,0,12,31,39,33,52,56,63,33,0,19,40,0,13,13,0,0,100,63,6,35,0,50,0,67,0,45,47,31,0,72,10,0,16,64,94,49,77,0,0,0,74,0,38,0,0,0,2,0,0,0,25,0,30,19,0,0,61,47,0,0,0,25
2015-11-12,2,42,32,49,38,33,1,29,0,34,16,42,64,38,16,43,22,91,77,0,38,0,0,5,7,41,36,30,3,0,5,11,35,42,0,8,0,33,49,21,50,0,30,34,16,21,26,1,7,20,47,62,26,0,17,1,0,0,14,0,0,50,12,39,20,0,0,33,38,4,6,37,0,0,0,29,0,0,0,63,30,100,1,0,22,0,14,55,95,0,32,72,35,25,0,3,51,35,0,0,34,0,0,0,25,0,0,39,0,0,0,0,23,91,0,0,47,0,0,10,0,78,49,19,0,39,47,0,0,0,0,4,0,0,73,0,22,0,49,0,69,0,0,29,51,0,24,36,23,36,22,0,23,40,0,74,0,58,39,0,3,0,0,47,22,5,0,0,0,0,37,39,40,0,70,50,0,19,37,0,0,0,27,0,18,0,20,41,50,33,0,47,0,0,0,94,40,0,25,0,100,0,18,51,64,67,0,68,0,0,0,0,0,0,33,59,38,42,25,0,38,0,0,22,13,0,72,0,47,4,20,0,49,0,53,75,30,47,29,0,63,10,66,13,85,0,40,71,40,0,70,0,49,0,71,29,0,1,0,0,0,37,0,32,13,0,0,61,47,0,0,0,33
2015-11-13,1,30,29,26,78,47,1,33,0,0,16,43,67,0,11,42,46,0,69,0,20,97,0,3,5,32,44,63,3,0,8,13,37,0,0,8,0,17,49,31,35,46,21,35,29,44,27,1,7,31,64,65,17,0,20,1,70,0,18,0,0,0,36,0,51,82,0,23,40,2,6,31,0,67,65,26,0,0,0,58,0,0,1,35,37,0,21,57,96,61,49,62,27,29,0,3,0,29,28,0,0,49,40,0,51,0,0,41,0,44,0,0,14,79,0,0,49,0,0,12,31,67,50,20,0,24,24,0,0,0,0,4,27,0,25,0,58,0,65,0,0,0,0,34,68,0,100,38,24,0,23,0,32,0,0,68,0,43,20,0,3,0,54,49,18,14,0,0,0,3,39,29,41,0,39,31,0,17,54,81,0,0,56,0,25,0,24,21,52,26,35,37,0,0,0,72,41,0,23,0,26,0,19,53,0,0,32,53,36,0,0,0,32,0,24,26,0,33,17,0,20,41,0,28,26,79,38,0,59,6,32,0,46,0,53,0,39,39,57,0,59,0,0,68,80,0,30,51,42,0,0,0,51,39,0,30,0,2,0,0,0,0,0,42,13,0,0,66,0,0,0,35,26
